transaction_id,order_date,customer_name,address,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price($),retail_price($),profit_margin($),order_quantity($),sub_total($),discount_percent,discount_amount($),order_total($),shipping_cost($),total($)
TX1766,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,11/4/2021,1.76,2.94,1.18,44.0,129.35999999999999,9.0,11.642399999999999,117.71759999999999,0.81,118.52759999999999
TX1767,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Colored Envelopes,Technology,Small Box,Regular Air,11/4/2021,2.25,3.69,1.44,21.0,77.49,8.0,6.199199999999999,71.29079999999999,2.5,73.79079999999999
TX1768,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,11/4/2021,0.92,1.81,0.89,15.0,27.150000000000002,4.0,1.086,26.064000000000004,1.56,27.624000000000002
TX1769,11/4/2021,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Express Air,12/4/2021,3.48,5.43,1.9499999999999997,16.0,86.88,2.0,1.7375999999999998,85.1424,0.95,86.0924
TX1770,11/4/2021,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Binder Posts,Office Supplies,Small Box,Regular Air,12/4/2021,3.5,5.74,2.24,40.0,229.60000000000002,5.0,11.48,218.12000000000003,5.01,223.13000000000002
TX1771,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Office Supplies,Wrap Bag,Express Air,11/4/2021,0.92,1.81,0.89,39.0,70.59,8.0,5.647200000000001,64.9428,1.56,66.50280000000001
TX1772,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,11/4/2021,0.92,1.81,0.89,4.0,7.24,7.0,0.5068,6.7332,1.56,8.2932
TX1773,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,11/4/2021,11.11,19.84,8.73,38.0,753.92,6.0,45.23519999999999,708.6848,4.1,712.7848
TX1774,11/4/2021,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Colored Push Pins,Office Supplies,Small Box,Regular Air,12/4/2021,0.92,1.81,0.89,9.0,16.29,0.0,0.0,16.29,1.56,17.849999999999998
TX1775,11/4/2021,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,13/4/2021,3.65,5.98,2.3300000000000005,46.0,275.08000000000004,8.0,22.006400000000003,253.07360000000003,1.49,254.56360000000004
TX1776,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,11/4/2021,8.31,15.98,7.67,41.0,655.1800000000001,6.0,39.3108,615.8692000000001,6.5,622.3692000000001
TX1777,11/4/2021,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,PastelOcean Color Pencil Set,Office Supplies,Small Pack,Regular Air,11/4/2021,11.11,19.84,8.73,33.0,654.72,5.0,32.736000000000004,621.984,4.1,626.0840000000001
TX1778,11/4/2021,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Low,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,13/4/2021,3.99,6.23,2.24,5.0,31.150000000000002,4.0,1.246,29.904000000000003,6.97,36.874
TX1779,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,13/5/2020,2.5,5.68,3.1799999999999997,32.0,181.76,7.0,12.723199999999999,169.0368,3.6,172.6368
TX1780,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,13/5/2020,3.65,5.98,2.3300000000000005,44.0,263.12,1.0,2.6312,260.4888,1.49,261.97880000000004
TX1781,11/5/2020,Bill Stewart,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,13/5/2020,1.84,2.88,1.0399999999999998,24.0,69.12,4.0,2.7648,66.35520000000001,0.99,67.3452
TX1782,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Setffiddawer,Technology,Medium Box,Regular Air,13/5/2020,1.5,2.12,0.6200000000000001,24.0,50.88,1.0,0.5088,50.3712,0.7,51.071200000000005
TX1783,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,13/5/2020,4.19,10.23,6.04,2.0,20.46,7.0,1.4322,19.0278,4.68,23.7078
TX1784,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,13/5/2020,2.26,3.58,1.3200000000000003,16.0,57.28,1.0,0.5728,56.7072,5.47,62.1772
TX1785,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Express Air,13/5/2020,4.79,11.97,7.180000000000001,14.0,167.58,6.0,10.0548,157.5252,5.81,163.33520000000001
TX1786,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,13/5/2020,1.84,2.88,1.0399999999999998,41.0,118.08,2.0,2.3616,115.7184,0.99,116.7084
TX1787,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 474 Labels,Technology,Medium Box,Regular Air,13/5/2020,1.84,2.88,1.0399999999999998,10.0,28.799999999999997,0.0,0.0,28.799999999999997,0.99,29.789999999999996
TX1788,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,13/5/2020,32.02,152.48,120.45999999999998,50.0,7623.999999999999,9.0,686.1599999999999,6937.839999999999,4.0,6941.839999999999
TX1789,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,13/5/2020,3.14,4.91,1.77,34.0,166.94,2.0,3.3388,163.6012,0.5,164.1012
TX1790,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,13/5/2020,1.05,1.95,0.8999999999999999,48.0,93.6,0.0,0.0,93.6,1.63,95.22999999999999
TX1791,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,13/5/2020,3.65,5.98,2.3300000000000005,31.0,185.38000000000002,0.0,0.0,185.38000000000002,1.49,186.87000000000003
TX1792,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Medium Box,Express Air,13/5/2020,2.98,5.84,2.86,18.0,105.12,0.0,0.0,105.12,0.83,105.95
TX1793,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,13/5/2020,2.87,6.84,3.9699999999999998,38.0,259.92,9.0,23.3928,236.52720000000002,4.42,240.9472
TX1794,11/5/2020,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,13/5/2020,3.37,5.53,2.16,36.0,199.08,4.0,7.9632000000000005,191.1168,6.98,198.0968
TX1795,11/5/2021,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,14/5/2021,54.52,100.97,46.449999999999996,29.0,2928.13,3.0,87.84389999999999,2840.2861000000003,7.18,2847.4661
TX1796,11/6/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 479 Labels,Furniture,Small Pack,Regular Air,13/6/2018,1.59,2.61,1.0199999999999998,4.0,10.44,7.0,0.7308,9.7092,0.5,10.2092
TX1797,11/6/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,13/6/2018,3.84,6.3,2.46,21.0,132.29999999999998,5.0,6.614999999999998,125.68499999999999,0.5,126.18499999999999
TX1798,11/6/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,13/6/2018,19.83,30.98,11.150000000000002,48.0,1487.04,4.0,59.4816,1427.5584,19.51,1447.0683999999999
TX1799,11/6/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,13/6/2018,1.95,3.98,2.0300000000000002,9.0,35.82,9.0,3.2237999999999998,32.5962,0.83,33.4262
TX1800,11/6/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binders,Technology,Small Box,Regular Air,13/6/2018,1.18,1.88,0.7,37.0,69.56,1.0,0.6956,68.8644,1.49,70.3544
TX1801,11/6/2020,Nathan Geldres,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,12/6/2020,3.5,5.74,2.24,20.0,114.80000000000001,7.0,8.036000000000001,106.76400000000001,5.01,111.77400000000002
TX1802,11/6/2020,Tamara Chand,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Wrap Bag,Regular Air,11/6/2020,3.51,8.57,5.0600000000000005,31.0,265.67,0.0,0.0,265.67,6.14,271.81
TX1803,11/6/2020,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,13/6/2020,0.93,1.6,0.67,10.0,16.0,1.0,0.16,15.84,1.29,17.13
TX1804,11/6/2020,Tamara Chand,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,11/6/2020,4.19,10.23,6.04,50.0,511.5,9.0,46.035,465.46500000000003,4.68,470.14500000000004
TX1805,11/6/2020,Tamara Chand,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,11/6/2020,4.48,8.14,3.66,25.0,203.5,10.0,20.35,183.15,3.12,186.27
TX1806,11/6/2020,Tamara Chand,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,11/6/2020,2.25,3.69,1.44,33.0,121.77,4.0,4.8708,116.8992,2.5,119.3992
TX1807,11/6/2020,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,13/6/2020,2.39,4.26,1.8699999999999997,38.0,161.88,0.0,0.0,161.88,1.2,163.07999999999998
TX1808,11/6/2020,Tamara Chand,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,1 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,11/6/2020,7.13,20.98,13.850000000000001,33.0,692.34,6.0,41.5404,650.7996,5.42,656.2196
TX1809,11/6/2020,Tamara Chand,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,Artisan 48 Labels,Office Supplies,Small Pack,Regular Air,11/6/2020,3.84,6.3,2.46,19.0,119.7,8.0,9.576,110.124,0.5,110.624
TX1810,11/6/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,12/6/2021,1.94,3.08,1.1400000000000001,8.0,24.64,2.0,0.4928,24.1472,0.99,25.1372
TX1811,11/6/2021,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,21/6/2021,1.09,2.6,1.51,43.0,111.8,3.0,3.3539999999999996,108.446,2.4,110.846
TX1812,11/6/2021,Chuck Clark,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12/6/2021,1.31,2.84,1.5299999999999998,27.0,76.67999999999999,7.0,5.3675999999999995,71.3124,0.93,72.2424
TX1813,11/6/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Technology,Jumbo Drum,Delivery Truck,12/6/2021,1.31,2.84,1.5299999999999998,18.0,51.12,9.0,4.6008,46.5192,0.93,47.4492
TX1814,11/6/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12/6/2021,1.31,2.84,1.5299999999999998,4.0,11.36,0.0,0.0,11.36,0.93,12.29
TX1815,11/6/2021,Erica Bern,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,13/6/2021,1.94,3.08,1.1400000000000001,24.0,73.92,7.0,5.1744,68.7456,0.99,69.73559999999999
TX1816,11/6/2021,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,12/6/2021,1.31,2.84,1.5299999999999998,27.0,76.67999999999999,3.0,2.3004,74.3796,0.93,75.3096
TX1817,11/7/2018,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,21/7/2018,5.19,12.98,7.79,34.0,441.32,10.0,44.132,397.188,3.14,400.328
TX1818,11/7/2020,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,13/7/2020,2.5,5.68,3.1799999999999997,5.0,28.4,1.0,0.284,28.116,3.6,31.716
TX1819,11/7/2020,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,High,Artisan 479 Labels,Office Supplies,Small Pack,Express Air,13/7/2020,1.59,2.61,1.0199999999999998,33.0,86.13,5.0,4.3065,81.8235,0.5,82.3235
TX1820,11/7/2020,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Consumer,Charlie Bui,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Express Air,13/7/2020,1.76,3.38,1.6199999999999999,37.0,125.06,0.0,0.0,125.06,0.75,125.81
TX1821,11/7/2020,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Critical,Smiths Pushpins,Office Supplies,Small Box,Regular Air,13/7/2020,0.94,1.88,0.94,12.0,22.56,2.0,0.4512,22.1088,0.79,22.898799999999998
TX1822,11/7/2021,Katherine Murray,"644 George St,Sydney",Sydney,NSW,Corporate,Radhya Staples,Medium,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,12/7/2021,3.48,5.43,1.9499999999999997,44.0,238.92,9.0,21.502799999999997,217.41719999999998,0.95,218.36719999999997
TX1823,11/7/2021,Katherine Murray,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Assorted Color Push Pins,Technology,Small Pack,Regular Air,12/7/2021,0.87,1.81,0.9400000000000001,21.0,38.01,1.0,0.3801,37.6299,0.75,38.3799
TX1824,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,13/8/2018,3.14,4.91,1.77,11.0,54.010000000000005,8.0,4.3208,49.68920000000001,0.5,50.18920000000001
TX1825,11/8/2018,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,12/8/2018,0.93,1.48,0.5499999999999999,42.0,62.16,0.0,0.0,62.16,0.7,62.86
TX1826,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,13/8/2018,2.16,3.85,1.69,23.0,88.55,7.0,6.1985,82.3515,0.7,83.0515
TX1827,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,13/8/2018,1.59,2.61,1.0199999999999998,6.0,15.66,4.0,0.6264,15.0336,0.5,15.5336
TX1828,11/8/2018,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,13/8/2018,1.59,2.61,1.0199999999999998,19.0,49.589999999999996,1.0,0.49589999999999995,49.0941,0.5,49.5941
TX1829,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Furniture,Large Box,Regular Air,13/8/2018,4.48,8.14,3.66,17.0,138.38,0.0,0.0,138.38,3.12,141.5
TX1830,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,High,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,13/8/2018,3.42,8.34,4.92,7.0,58.379999999999995,10.0,5.837999999999999,52.541999999999994,2.64,55.181999999999995
TX1831,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,13/8/2018,1.76,2.94,1.18,32.0,94.08,2.0,1.8816,92.19839999999999,0.81,93.0084
TX1832,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,13/8/2018,1.6,2.62,1.02,8.0,20.96,6.0,1.2576,19.7024,0.8,20.5024
TX1833,11/8/2019,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,13/8/2019,2.29,3.69,1.4,8.0,29.52,7.0,2.0664,27.4536,0.5,27.9536
TX1834,11/8/2019,Benjamin Patterson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Office Shears by Apex,Office Supplies,Small Box,Regular Air,12/8/2019,0.94,2.08,1.1400000000000001,16.0,33.28,0.0,0.0,33.28,2.56,35.84
TX1835,11/8/2019,Mark Packer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,21/8/2019,13.64,20.98,7.34,32.0,671.36,1.0,6.7136000000000005,664.6464,1.49,666.1364
TX1836,11/8/2019,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,13/8/2019,8.92,29.74,20.82,18.0,535.3199999999999,4.0,21.412799999999997,513.9072,6.64,520.5472
TX1837,11/8/2019,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Technology,Jumbo Drum,Delivery Truck,14/8/2019,21.56,36.55,14.989999999999998,35.0,1279.25,8.0,102.34,1176.91,13.89,1190.8000000000002
TX1838,11/8/2019,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,14/8/2019,21.56,36.55,14.989999999999998,11.0,402.04999999999995,0.0,0.0,402.04999999999995,13.89,415.93999999999994
TX1839,11/8/2019,Benjamin Patterson,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,12/8/2019,1.09,2.6,1.51,26.0,67.60000000000001,3.0,2.028,65.572,2.4,67.97200000000001
TX1840,11/8/2019,Benjamin Patterson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,12/8/2019,2.45,3.89,1.44,23.0,89.47,2.0,1.7893999999999999,87.6806,7.01,94.6906
TX1841,11/8/2019,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,13/8/2019,2.9,4.76,1.8599999999999999,3.0,14.28,8.0,1.1423999999999999,13.137599999999999,0.88,14.0176
TX1842,11/8/2019,Adrian Hane,"70 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Pack,Regular Air,13/8/2019,178.83,415.88,237.04999999999998,10.0,4158.8,5.0,207.94,3950.86,11.37,3962.23
TX1843,11/8/2019,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,TechSavi Cordless Access Keyboard,Office Supplies,Wrap Bag,Regular Air,14/8/2019,14.7,29.99,15.29,41.0,1229.59,10.0,122.959,1106.6309999999999,5.5,1112.1309999999999
TX1844,11/8/2019,Tonja Turnell,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Critical,12 Colored Short Pencils,Technology,Small Box,Express Air,13/8/2019,1.09,2.6,1.51,50.0,130.0,5.0,6.5,123.5,2.4,125.9
TX1845,11/8/2020,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Express Air,12/8/2020,1.53,2.78,1.2499999999999998,30.0,83.39999999999999,8.0,6.672,76.728,1.34,78.068
TX1846,11/8/2020,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,12/8/2020,2.26,3.58,1.3200000000000003,3.0,10.74,8.0,0.8592,9.8808,5.47,15.3508
TX1847,11/8/2020,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,12/8/2020,2.5,5.68,3.1799999999999997,1.0,5.68,2.0,0.11359999999999999,5.5664,3.6,9.1664
TX1848,11/8/2020,Kean Takahito,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Low,Adesso Programmable 142-Key Keybbard,Office Supplies,Wrap Bag,Regular Air,13/8/2020,32.02,152.48,120.45999999999998,38.0,5794.24,6.0,347.6544,5446.585599999999,4.0,5450.585599999999
TX1849,11/8/2020,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,12/8/2020,8.31,15.98,7.67,50.0,799.0,9.0,71.91,727.09,6.5,733.59
TX1850,11/8/2020,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,13/8/2020,10.07,15.98,5.91,32.0,511.36,5.0,25.568,485.79200000000003,4.0,489.79200000000003
TX1851,11/8/2021,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Apex Straight Scissors,Furniture,Small Pack,Regular Air,13/8/2021,5.19,12.98,7.79,8.0,103.84,10.0,10.384,93.456,3.14,96.596
TX1852,11/8/2021,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,13/8/2021,2.29,3.69,1.4,20.0,73.8,6.0,4.428,69.372,0.5,69.872
TX1853,11/8/2021,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,13/8/2021,2.98,5.84,2.86,23.0,134.32,5.0,6.715999999999999,127.604,0.83,128.434
TX1854,11/8/2021,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Consumer,Leighton Forrest,High,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,13/8/2021,377.99,599.99,222.0,40.0,23999.6,3.0,719.9879999999998,23279.611999999997,24.49,23304.102
TX1855,11/8/2021,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Small Business,Leighton Forrest,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,13/8/2021,278.99,449.99,171.0,9.0,4049.91,6.0,242.9946,3806.9154,49.0,3855.9154
